pcds,oa21,pcd,pcd2,lsoa21,msoa21,oseast1m,osnrth1m,household_count,person_count,pcd_oa_hh_prop,pcd_oa_pers_prop,total_hh,married_couple_dependent_ch,cohabiting_couple_dependent_ch,lone_parent_dependent_ch,other_hh_dependent_ch,all_dependent_ch_hh,prop_hh_dependent_ch,x2021_output_area,total_dep_ch_0_18,asian_dep_ch_0_18,black_dep_ch_0_18,mixed_dep_ch_0_18,white_dep_ch_0_18,other_dep_ch_0_18,non_white_dep_ch_0_18,pcd_dep_ch_hh_count,pcd_dep_ch_hh_count_round,pcd_dep_ch_0_18_total_count,pcd_dep_ch_0_18_white_count,pcd_dep_ch_0_18_non_white_count,postcode_status,lsoa_code,lsoa_name,index_of_multiple_deprivation_rank,index_of_multiple_deprivation_decile,income_rank,income_decile,income_score,employment_rank,employment_decile,employment_score,education_and_skills_rank,education_and_skills_decile,health_and_disability_rank,health_and_disability_decile,crime_rank,crime_decile,barriers_to_housing_services_rank,barriers_to_housing_services_decile,living_environment_rank,living_environment_decile,idaci_rank,idaci_decile,idaci_score,idaopi_rank,idaopi_decile,idaopi_score,geometry,catchment_2024,catchment_2026
BN1 5EJ,E00085863,BN1 5EJ,BN1  5EJ,E01016998,E02003493,529820,0108542,14,39,0.12612612612612611,0.1326530612244898,110,20,6,8,4,38,0.345454545,E00085863,73,1,2,3,64,3,9,4.792792792792793,5,10,8,1,Live,E01016998,Brighton and Hove 003C E01016998,31899,10,28840,9,0.039,30689,10,0.03,28149,9,25514,8,25264,8,28716,9,26785,9,30902,10,0.028,25331,8,0.069,"c(-0.1567429878913, 50.8618229949278)",Patcham,Patcham
BN1 5EL,E00085863,BN1 5EL,BN1  5EL,E01016998,E02003493,529781,0108538,17,41,0.15315315315315314,0.13945578231292516,110,20,6,8,4,38,0.345454545,E00085863,73,1,2,3,64,3,9,5.81981981981982,6,10,9,1,Live,E01016998,Brighton and Hove 003C E01016998,31899,10,28840,9,0.039,30689,10,0.03,28149,9,25514,8,25264,8,28716,9,26785,9,30902,10,0.028,25331,8,0.069,"c(-0.157298987891547, 50.8617949949278)",Patcham,Patcham
BN1 5EN,E00085863,BN1 5EN,BN1  5EN,E01016998,E02003493,529787,0108406,3,7,0.02702702702702703,0.023809523809523808,110,20,6,8,4,38,0.345454545,E00085863,73,1,2,3,64,3,9,1.0270270270270272,1,2,2,0,Live,E01016998,Brighton and Hove 003C E01016998,31899,10,28840,9,0.039,30689,10,0.03,28149,9,25514,8,25264,8,28716,9,26785,9,30902,10,0.028,25331,8,0.069,"c(-0.157259987892247, 50.860607994927)",Patcham,Patcham
BN1 5EP,E00085844,BN1 5EP,BN1  5EP,E01016998,E02003493,529698,0108515,42,105,0.302158273381295,0.3230769230769231,139,30,3,5,3,41,0.294964029,E00085844,66,3,0,0,60,3,6,12.388489208633095,12,21,19,2,Live,E01016998,Brighton and Hove 003C E01016998,31899,10,28840,9,0.039,30689,10,0.03,28149,9,25514,8,25264,8,28716,9,26785,9,30902,10,0.028,25331,8,0.069,"c(-0.158485987892151, 50.8616069949276)",Patcham,Patcham
BN1 5EQ,E00085845,BN1 5EQ,BN1  5EQ,E01016998,E02003493,529793,0108314,14,45,0.125,0.14950166112956811,109,30,9,7,2,48,0.440366972,E00085845,88,0,2,1,83,2,5,6,6,13,12,1,Live,E01016998,Brighton and Hove 003C E01016998,31899,10,28840,9,0.039,30689,10,0.03,28149,9,25514,8,25264,8,28716,9,26785,9,30902,10,0.028,25331,8,0.069,"c(-0.157207987892728, 50.8597789949264)",Patcham,Patcham
BN1 5ER,E00085844,BN1 5ER,BN1  5ER,E01016998,E02003493,529659,0108492,31,72,0.22302158273381295,0.22153846153846155,139,30,3,5,3,41,0.294964029,E00085844,66,3,0,0,60,3,6,9.143884892086332,9,15,13,1,Live,E01016998,Brighton and Hove 003C E01016998,31899,10,28840,9,0.039,30689,10,0.03,28149,9,25514,8,25264,8,28716,9,26785,9,30902,10,0.028,25331,8,0.069,"c(-0.159047987892504, 50.8614089949275)",Patcham,Patcham
BN1 5ES,E00085868,BN1 5ES,BN1  5ES,E01017000,E02003493,529838,0108022,12,30,0.10084033613445378,0.1016949152542373,118,23,5,4,3,35,0.296610169,E00085868,55,6,0,1,48,0,7,3.5294117647058822,4,6,5,1,Live,E01017000,Brighton and Hove 003E E01017000,26954,9,18679,6,0.085,25912,8,0.046,30690,10,22381,7,27666,9,17184,6,21301,7,22530,7,0.079,12943,4,0.162,"c(-0.156643987894087, 50.8571389949246)",Patcham,Patcham
BN1 5FA,E00085871,BN1 5FA,BN1  5FA,E01017000,E02003493,529511,0107765,41,106,0.3504273504273504,0.314540059347181,120,35,4,2,5,46,0.383333333,E00085871,82,3,0,2,74,3,8,16.11965811965812,16,26,23,3,Live,E01017000,Brighton and Hove 003E E01017000,26954,9,18679,6,0.085,25912,8,0.046,30690,10,22381,7,27666,9,17184,6,21301,7,22530,7,0.079,12943,4,0.162,"c(-0.161405987897402, 50.8549079949229)",Patcham,Patcham
BN1 5FB,E00085871,BN1 5FB,BN1  5FB,E01017000,E02003493,529360,0107778,8,27,0.06837606837606838,0.08011869436201781,120,35,4,2,5,46,0.383333333,E00085871,82,3,0,2,74,3,8,3.1452991452991457,3,7,6,1,Live,E01017000,Brighton and Hove 003E E01017000,26954,9,18679,6,0.085,25912,8,0.046,30690,10,22381,7,27666,9,17184,6,21301,7,22530,7,0.079,12943,4,0.162,"c(-0.163545987898197, 50.8550589949229)",Patcham,Patcham
BN1 5FD,E00085871,BN1 5FD,BN1  5FD,E01017000,E02003493,529304,0107844,27,76,0.23076923076923078,0.22551928783382788,120,35,4,2,5,46,0.383333333,E00085871,82,3,0,2,74,3,8,10.615384615384617,11,18,17,2,Live,E01017000,Brighton and Hove 003E E01017000,26954,9,18679,6,0.085,25912,8,0.046,30690,10,22381,7,27666,9,17184,6,21301,7,22530,7,0.079,12943,4,0.162,"c(-0.16431798789815, 50.8556649949233)",Patcham,Patcham
BN1 5FE,E00085847,BN1 5FE,BN1  5FE,E01017000,E02003493,529254,0107789,22,52,0.18032786885245902,0.16828478964401294,117,25,9,9,0,43,0.367521368,E00085847,80,0,0,0,79,1,1,7.754098360655738,8,13,13,0,Live,E01017000,Brighton and Hove 003E E01017000,26954,9,18679,6,0.085,25912,8,0.046,30690,10,22381,7,27666,9,17184,6,21301,7,22530,7,0.079,12943,4,0.162,"c(-0.165046987898743, 50.8551809949229)",Patcham,Patcham
BN1 5FF,E00085870,BN1 5FF,BN1  5FF,E01016999,E02003493,529082,0107918,39,106,0.3170731707317073,0.334384858044164,112,33,2,1,3,39,0.348214286,E00085870,63,2,0,0,57,4,6,12.365853658536585,12,21,19,2,Live,E01016999,Brighton and Hove 003D E01016999,28914,9,27113,9,0.046,24411,8,0.051,26895,9,27935,9,19469,6,22794,7,20483,7,27117,9,0.051,28675,9,0.052,"c(-0.167443987899011, 50.8563789949237)",Patcham,Patcham
BN1 5FG,E00085867,BN1 5FG,BN1  5FG,E01016999,E02003493,528986,0107895,25,62,0.22321428571428573,0.2198581560283688,110,20,1,2,3,26,0.236363636,E00085867,48,5,0,0,36,7,12,5.803571428571429,6,11,8,3,Live,E01016999,Brighton and Hove 003D E01016999,28914,9,27113,9,0.046,24411,8,0.051,26895,9,27935,9,19469,6,22794,7,20483,7,27117,9,0.051,28675,9,0.052,"c(-0.168814987899692, 50.8561939949235)",Patcham,Patcham
BN1 5FH,E00085870,BN1 5FH,BN1  5FH,E01016999,E02003493,529097,0108030,40,111,0.3252032520325203,0.3501577287066246,112,33,2,1,3,39,0.348214286,E00085870,63,2,0,0,57,4,6,12.682926829268293,13,22,20,2,Live,E01016999,Brighton and Hove 003D E01016999,28914,9,27113,9,0.046,24411,8,0.051,26895,9,27935,9,19469,6,22794,7,20483,7,27117,9,0.051,28675,9,0.052,"c(-0.167190987898302, 50.8573819949244)",Patcham,Patcham
BN1 5FJ,E00085870,BN1 5FJ,BN1  5FJ,E01016999,E02003493,529227,0108064,11,23,0.08943089430894309,0.07255520504731862,112,33,2,1,3,39,0.348214286,E00085870,63,2,0,0,57,4,6,3.4878048780487805,3,5,4,0,Live,E01016999,Brighton and Hove 003D E01016999,28914,9,27113,9,0.046,24411,8,0.051,26895,9,27935,9,19469,6,22794,7,20483,7,27117,9,0.051,28675,9,0.052,"c(-0.165332987897366, 50.8576589949246)",Patcham,Patcham
BN1 5FL,E00085871,BN1 5FL,BN1  5FL,E01017000,E02003493,529383,0107969,41,128,0.3504273504273504,0.3798219584569733,120,35,4,2,5,46,0.383333333,E00085871,82,3,0,2,74,3,8,16.11965811965812,16,31,28,3,Live,E01017000,Brighton and Hove 003E E01017000,26954,9,18679,6,0.085,25912,8,0.046,30690,10,22381,7,27666,9,17184,6,21301,7,22530,7,0.079,12943,4,0.162,"c(-0.163151987897, 50.8567699949241)",Patcham,Patcham
BN1 5FN,E00085865,BN1 5FN,BN1  5FN,E01016998,E02003493,529379,0108106,20,52,0.18181818181818182,0.18181818181818182,112,23,9,8,7,47,0.419642857,E00085865,81,4,0,3,72,2,9,8.545454545454545,9,15,13,2,Live,E01016998,Brighton and Hove 003C E01016998,31899,10,28840,9,0.039,30689,10,0.03,28149,9,25514,8,25264,8,28716,9,26785,9,30902,10,0.028,25331,8,0.069,"c(-0.163159987896259, 50.858002994925)",Patcham,Patcham
BN1 5FP,E00085865,BN1 5FP,BN1  5FP,E01016998,E02003493,529388,0108048,30,85,0.2727272727272727,0.2972027972027972,112,23,9,8,7,47,0.419642857,E00085865,81,4,0,3,72,2,9,12.818181818181817,13,24,21,3,Live,E01016998,Brighton and Hove 003C E01016998,31899,10,28840,9,0.039,30689,10,0.03,28149,9,25514,8,25264,8,28716,9,26785,9,30902,10,0.028,25331,8,0.069,"c(-0.163052987896531, 50.8574789949246)",Patcham,Patcham
BN1 5FQ,E00085870,BN1 5FQ,BN1  5FQ,E01016999,E02003493,528988,0107943,3,7,0.024390243902439025,0.022082018927444796,112,33,2,1,3,39,0.348214286,E00085870,63,2,0,0,57,4,6,0.951219512195122,1,1,1,0,Live,E01016999,Brighton and Hove 003D E01016999,28914,9,27113,9,0.046,24411,8,0.051,26895,9,27935,9,19469,6,22794,7,20483,7,27117,9,0.051,28675,9,0.052,"c(-0.168741987899405, 50.8566189949238)",Patcham,Patcham
BN1 5FR,E00085865,BN1 5FR,BN1  5FR,E01016998,E02003493,529485,0108037,7,12,0.06363636363636363,0.04195804195804196,112,23,9,8,7,47,0.419642857,E00085865,81,4,0,3,72,2,9,2.9909090909090907,3,3,3,0,Live,E01016998,Brighton and Hove 003C E01016998,31899,10,28840,9,0.039,30689,10,0.03,28149,9,25514,8,25264,8,28716,9,26785,9,30902,10,0.028,25331,8,0.069,"c(-0.161651987896027, 50.8573529949246)",Patcham,Patcham
BN1 5FS,E00085868,BN1 5FS,BN1  5FS,E01017000,E02003493,529546,0107831,3,7,0.025210084033613446,0.023728813559322035,118,23,5,4,3,35,0.296610169,E00085868,55,6,0,1,48,0,7,0.8823529411764706,1,1,1,0,Live,E01017000,Brighton and Hove 003E E01017000,26954,9,18679,6,0.085,25912,8,0.046,30690,10,22381,7,27666,9,17184,6,21301,7,22530,7,0.079,12943,4,0.162,"c(-0.160885987896835, 50.8554939949233)",Patcham,Patcham
BN1 5GA,E00085845,BN1 5GA,BN1  5GA,E01016998,E02003493,529743,0108252,29,83,0.25892857142857145,0.2757475083056478,109,30,9,7,2,48,0.440366972,E00085845,88,0,2,1,83,2,5,12.42857142857143,12,24,23,1,Live,E01016998,Brighton and Hove 003C E01016998,31899,10,28840,9,0.039,30689,10,0.03,28149,9,25514,8,25264,8,28716,9,26785,9,30902,10,0.028,25331,8,0.069,"c(-0.157939987893357, 50.859232994926)",Patcham,Patcham
BN1 5GB,E00085864,BN1 5GB,BN1  5GB,E01016998,E02003493,529502,0108374,50,144,0.423728813559322,0.45141065830721006,116,30,4,8,2,44,0.379310345,E00085864,75,3,0,4,68,0,7,18.64406779661017,19,34,31,3,Live,E01016998,Brighton and Hove 003C E01016998,31899,10,28840,9,0.039,30689,10,0.03,28149,9,25514,8,25264,8,28716,9,26785,9,30902,10,0.028,25331,8,0.069,"c(-0.161318987894061, 50.8603839949267)",Patcham,Patcham
BN1 5GD,E00085864,BN1 5GD,BN1  5GD,E01016998,E02003493,529214,0108430,30,77,0.2542372881355932,0.2413793103448276,116,30,4,8,2,44,0.379310345,E00085864,75,3,0,4,68,0,7,11.1864406779661,11,18,16,2,Live,E01016998,Brighton and Hove 003C E01016998,31899,10,28840,9,0.039,30689,10,0.03,28149,9,25514,8,25264,8,28716,9,26785,9,30902,10,0.028,25331,8,0.069,"c(-0.165388987895402, 50.8609519949269)",Patcham,Patcham
BN1 5GE,E00085864,BN1 5GE,BN1  5GE,E01016998,E02003493,529463,0108441,38,98,0.3220338983050847,0.3072100313479624,116,30,4,8,2,44,0.379310345,E00085864,75,3,0,4,68,0,7,14.169491525423728,14,23,21,2,Live,E01016998,Brighton and Hove 003C E01016998,31899,10,28840,9,0.039,30689,10,0.03,28149,9,25514,8,25264,8,28716,9,26785,9,30902,10,0.028,25331,8,0.069,"c(-0.161848987893911, 50.8609949949271)",Patcham,Patcham
BN1 5GF,E00085844,BN1 5GF,BN1  5GF,E01016998,E02003493,529494,0108469,44,102,0.31654676258992803,0.31384615384615383,139,30,3,5,3,41,0.294964029,E00085844,66,3,0,0,60,3,6,12.97841726618705,13,21,19,2,Live,E01016998,Brighton and Hove 003C E01016998,31899,10,28840,9,0.039,30689,10,0.03,28149,9,25514,8,25264,8,28716,9,26785,9,30902,10,0.028,25331,8,0.069,"c(-0.161398987893578, 50.8612389949273)",Patcham,Patcham
BN1 5GG,E00085869,BN1 5GG,BN1  5GG,E01016999,E02003493,529313,0108367,6,20,0.05555555555555555,0.07547169811320754,112,25,6,11,1,43,0.383928571,E00085869,71,2,1,4,58,6,13,2.388888888888889,2,5,4,1,Live,E01016999,Brighton and Hove 003D E01016999,28914,9,27113,9,0.046,24411,8,0.051,26895,9,27935,9,19469,6,22794,7,20483,7,27117,9,0.051,28675,9,0.052,"c(-0.164004987895184, 50.8603629949266)",Patcham,Patcham
BN1 5GH,E00085869,BN1 5GH,BN1  5GH,E01016999,E02003493,529352,0108212,31,90,0.28703703703703703,0.33962264150943394,112,25,6,11,1,43,0.383928571,E00085869,71,2,1,4,58,6,13,12.342592592592592,12,24,20,4,Live,E01016999,Brighton and Hove 003D E01016999,28914,9,27113,9,0.046,24411,8,0.051,26895,9,27935,9,19469,6,22794,7,20483,7,27117,9,0.051,28675,9,0.052,"c(-0.163505987895824, 50.8589609949256)",Patcham,Patcham
BN1 5GJ,E00085869,BN1 5GJ,BN1  5GJ,E01016999,E02003493,529404,0108218,29,72,0.26851851851851855,0.27169811320754716,112,25,6,11,1,43,0.383928571,E00085869,71,2,1,4,58,6,13,11.546296296296298,12,19,16,4,Live,E01016999,Brighton and Hove 003D E01016999,28914,9,27113,9,0.046,24411,8,0.051,26895,9,27935,9,19469,6,22794,7,20483,7,27117,9,0.051,28675,9,0.052,"c(-0.162765987895493, 50.8590039949257)",Patcham,Patcham
BN1 5GL,E00085865,BN1 5GL,BN1  5GL,E01016998,E02003493,529545,0108070,25,67,0.22727272727272727,0.23426573426573427,112,23,9,8,7,47,0.419642857,E00085865,81,4,0,3,72,2,9,10.681818181818182,11,19,17,2,Live,E01016998,Brighton and Hove 003C E01016998,31899,10,28840,9,0.039,30689,10,0.03,28149,9,25514,8,25264,8,28716,9,26785,9,30902,10,0.028,25331,8,0.069,"c(-0.160815987895507, 50.8576419949248)",Patcham,Patcham
BN1 5GN,E00085869,BN1 5GN,BN1  5GN,E01016999,E02003493,529472,0108335,24,52,0.2222222222222222,0.19622641509433963,112,25,6,11,1,43,0.383928571,E00085869,71,2,1,4,58,6,13,9.555555555555555,10,14,11,3,Live,E01016999,Brighton and Hove 003D E01016999,28914,9,27113,9,0.046,24411,8,0.051,26895,9,27935,9,19469,6,22794,7,20483,7,27117,9,0.051,28675,9,0.052,"c(-0.161758987894451, 50.8600399949264)",Patcham,Patcham
BN1 5GP,E00085869,BN1 5GP,BN1  5GP,E01016999,E02003493,529329,0108339,6,13,0.05555555555555555,0.04905660377358491,112,25,6,11,1,43,0.383928571,E00085869,71,2,1,4,58,6,13,2.388888888888889,2,3,3,1,Live,E01016999,Brighton and Hove 003D E01016999,28914,9,27113,9,0.046,24411,8,0.051,26895,9,27935,9,19469,6,22794,7,20483,7,27117,9,0.051,28675,9,0.052,"c(-0.163787987895249, 50.8601079949264)",Patcham,Patcham
BN1 5GQ,E00085869,BN1 5GQ,BN1  5GQ,E01016999,E02003493,529498,0108175,6,10,0.05555555555555555,0.03773584905660377,112,25,6,11,1,43,0.383928571,E00085869,71,2,1,4,58,6,13,2.388888888888889,2,3,2,0,Live,E01016999,Brighton and Hove 003D E01016999,28914,9,27113,9,0.046,24411,8,0.051,26895,9,27935,9,19469,6,22794,7,20483,7,27117,9,0.051,28675,9,0.052,"c(-0.161445987895192, 50.8585959949254)",Patcham,Patcham
BN1 5GR,E00085869,BN1 5GR,BN1  5GR,E01016999,E02003493,529528,0108179,6,8,0.05555555555555555,0.03018867924528302,112,25,6,11,1,43,0.383928571,E00085869,71,2,1,4,58,6,13,2.388888888888889,2,2,2,0,Live,E01016999,Brighton and Hove 003D E01016999,28914,9,27113,9,0.046,24411,8,0.051,26895,9,27935,9,19469,6,22794,7,20483,7,27117,9,0.051,28675,9,0.052,"c(-0.161018987894999, 50.8586249949255)",Patcham,Patcham
BN1 5HA,E00085866,BN1 5HA,BN1  5HA,E01016999,E02003493,529140,0108210,23,49,0.18548387096774194,0.16554054054054054,138,25,5,5,3,38,0.275362319,E00085866,63,4,3,2,50,4,13,7.048387096774194,7,10,8,2,Live,E01016999,Brighton and Hove 003D E01016999,28914,9,27113,9,0.046,24411,8,0.051,26895,9,27935,9,19469,6,22794,7,20483,7,27117,9,0.051,28675,9,0.052,"c(-0.166516987897052, 50.8589909949256)",Patcham,Patcham
BN1 5HB,E00085866,BN1 5HB,BN1  5HB,E01016999,E02003493,529154,0108263,20,38,0.16129032258064516,0.12837837837837837,138,25,5,5,3,38,0.275362319,E00085866,63,4,3,2,50,4,13,6.129032258064516,6,8,6,2,Live,E01016999,Brighton and Hove 003D E01016999,28914,9,27113,9,0.046,24411,8,0.051,26895,9,27935,9,19469,6,22794,7,20483,7,27117,9,0.051,28675,9,0.052,"c(-0.166299987896677, 50.8594639949259)",Patcham,Patcham
BN1 5HD,E00085866,BN1 5HD,BN1  5HD,E01016999,E02003493,529098,0108436,15,43,0.12096774193548387,0.14527027027027026,138,25,5,5,3,38,0.275362319,E00085866,63,4,3,2,50,4,13,4.596774193548387,5,9,7,2,Live,E01016999,Brighton and Hove 003D E01016999,28914,9,27113,9,0.046,24411,8,0.051,26895,9,27935,9,19469,6,22794,7,20483,7,27117,9,0.051,28675,9,0.052,"c(-0.167033987896036, 50.8610309949269)",Patcham,Patcham
BN1 5HE,E00085866,BN1 5HE,BN1  5HE,E01016999,E02003493,529194,0108304,28,75,0.22580645161290322,0.2533783783783784,138,25,5,5,3,38,0.275362319,E00085866,63,4,3,2,50,4,13,8.580645161290322,9,16,13,3,Live,E01016999,Brighton and Hove 003D E01016999,28914,9,27113,9,0.046,24411,8,0.051,26895,9,27935,9,19469,6,22794,7,20483,7,27117,9,0.051,28675,9,0.052,"c(-0.16571698789622, 50.8598229949261)",Patcham,Patcham
BN1 5HF,E00085866,BN1 5HF,BN1  5HF,E01016999,E02003493,529251,0108266,38,91,0.3064516129032258,0.30743243243243246,138,25,5,5,3,38,0.275362319,E00085866,63,4,3,2,50,4,13,11.64516129032258,12,19,15,4,Live,E01016999,Brighton and Hove 003D E01016999,28914,9,27113,9,0.046,24411,8,0.051,26895,9,27935,9,19469,6,22794,7,20483,7,27117,9,0.051,28675,9,0.052,"c(-0.164920987896104, 50.8594689949259)",Patcham,Patcham
BN1 5HG,E00085844,BN1 5HG,BN1  5HG,E01016998,E02003493,529362,0108556,22,46,0.15827338129496402,0.14153846153846153,139,30,3,5,3,41,0.294964029,E00085844,66,3,0,0,60,3,6,6.489208633093525,6,9,8,1,Live,E01016998,Brighton and Hove 003C E01016998,31899,10,28840,9,0.039,30689,10,0.03,28149,9,25514,8,25264,8,28716,9,26785,9,30902,10,0.028,25331,8,0.069,"c(-0.16324298789385, 50.8620509949278)",Patcham,Patcham
BN1 5HH,E00085863,BN1 5HH,BN1  5HH,E01016998,E02003493,529722,0108664,21,50,0.1891891891891892,0.17006802721088435,110,20,6,8,4,38,0.345454545,E00085863,73,1,2,3,64,3,9,7.1891891891891895,7,12,11,2,Live,E01016998,Brighton and Hove 003C E01016998,31899,10,28840,9,0.039,30689,10,0.03,28149,9,25514,8,25264,8,28716,9,26785,9,30902,10,0.028,25331,8,0.069,"c(-0.158091987891183, 50.8629409949286)",Patcham,Patcham
BN1 5HJ,E00085863,BN1 5HJ,BN1  5HJ,E01016998,E02003493,529641,0108634,19,46,0.17117117117117117,0.1564625850340136,110,20,6,8,4,38,0.345454545,E00085863,73,1,2,3,64,3,9,6.504504504504505,7,11,10,1,Live,E01016998,Brighton and Hove 003C E01016998,31899,10,28840,9,0.039,30689,10,0.03,28149,9,25514,8,25264,8,28716,9,26785,9,30902,10,0.028,25331,8,0.069,"c(-0.159252987891814, 50.8626899949284)",Patcham,Patcham
BN1 5HL,E00085863,BN1 5HL,BN1  5HL,E01016998,E02003493,529698,0108573,8,28,0.07207207207207207,0.09523809523809523,110,20,6,8,4,38,0.345454545,E00085863,73,1,2,3,64,3,9,2.7387387387387387,3,7,6,1,Live,E01016998,Brighton and Hove 003C E01016998,31899,10,28840,9,0.039,30689,10,0.03,28149,9,25514,8,25264,8,28716,9,26785,9,30902,10,0.028,25331,8,0.069,"c(-0.158464987891827, 50.862127994928)",Patcham,Patcham
BN1 5JB,E00085874,BN1 5JB,BN1  5JB,E01017000,E02003493,529787,0107328,3,8,0.021739130434782608,0.032388663967611336,140,8,5,9,1,23,0.164285714,E00085874,31,3,0,1,26,1,5,0.5,0,1,1,0,Live,E01017000,Brighton and Hove 003E E01017000,26954,9,18679,6,0.085,25912,8,0.046,30690,10,22381,7,27666,9,17184,6,21301,7,22530,7,0.079,12943,4,0.162,"c(-0.157641987898256, 50.8509189949202)",VarndeanStringer,VarndeanStringer
BN1 5JD,E00085868,BN1 5JD,BN1  5JD,E01017000,E02003493,529643,0107652,16,37,0.13445378151260504,0.12542372881355932,118,23,5,4,3,35,0.296610169,E00085868,55,6,0,1,48,0,7,4.705882352941177,5,7,6,1,Live,E01017000,Brighton and Hove 003E E01017000,26954,9,18679,6,0.085,25912,8,0.046,30690,10,22381,7,27666,9,17184,6,21301,7,22530,7,0.079,12943,4,0.162,"c(-0.159571987897275, 50.8538629949222)",Patcham,Patcham
BN1 5JE,E00085847,BN1 5JE,BN1  5JE,E01017000,E02003493,529249,0107757,50,128,0.4098360655737705,0.41423948220064727,117,25,9,9,0,43,0.367521368,E00085847,80,0,0,0,79,1,1,17.62295081967213,18,33,33,0,Live,E01017000,Brighton and Hove 003E E01017000,26954,9,18679,6,0.085,25912,8,0.046,30690,10,22381,7,27666,9,17184,6,21301,7,22530,7,0.079,12943,4,0.162,"c(-0.16512898789895, 50.8548949949227)",Patcham,Patcham
BN1 5JF,E00085873,BN1 5JF,BN1  5JF,E01017002,E02003501,529452,0107536,20,48,0.1941747572815534,0.20600858369098712,102,21,3,4,1,29,0.284313725,E00085873,44,5,0,2,36,1,8,5.631067961165049,6,9,7,2,Live,E01017002,Brighton and Hove 011B E01017002,28172,9,24249,8,0.058,28528,9,0.038,27285,9,27265,9,23845,8,13030,4,19417,6,23640,8,0.072,21637,7,0.09,"c(-0.162324987899017, 50.8528629949214)",VarndeanStringer,VarndeanStringer
BN1 5JG,E00085847,BN1 5JG,BN1  5JG,E01017000,E02003493,529330,0107664,26,69,0.21311475409836064,0.22330097087378642,117,25,9,9,0,43,0.367521368,E00085847,80,0,0,0,79,1,1,9.163934426229508,9,18,18,0,Live,E01017000,Brighton and Hove 003E E01017000,26954,9,18679,6,0.085,25912,8,0.046,30690,10,22381,7,27666,9,17184,6,21301,7,22530,7,0.079,12943,4,0.162,"c(-0.164011987899004, 50.8540409949222)",VarndeanStringer,VarndeanStringer
BN1 5JH,E00085868,BN1 5JH,BN1  5JH,E01017000,E02003493,529645,0107805,30,77,0.25210084033613445,0.26101694915254237,118,23,5,4,3,35,0.296610169,E00085868,55,6,0,1,48,0,7,8.823529411764707,9,14,13,2,Live,E01017000,Brighton and Hove 003E E01017000,26954,9,18679,6,0.085,25912,8,0.046,30690,10,22381,7,27666,9,17184,6,21301,7,22530,7,0.079,12943,4,0.162,"c(-0.159461987896403, 50.8552319949231)",Patcham,Patcham
BN1 5JJ,E00085868,BN1 5JJ,BN1  5JJ,E01017000,E02003493,529693,0107890,13,33,0.1092436974789916,0.11186440677966102,118,23,5,4,3,35,0.296610169,E00085868,55,6,0,1,48,0,7,3.823529411764706,4,6,5,1,Live,E01017000,Brighton and Hove 003E E01017000,26954,9,18679,6,0.085,25912,8,0.046,30690,10,22381,7,27666,9,17184,6,21301,7,22530,7,0.079,12943,4,0.162,"c(-0.158777987895662, 50.8559909949237)",Patcham,Patcham
BN1 5JL,E00085873,BN1 5JL,BN1  5JL,E01017002,E02003501,529243,0107598,33,76,0.32038834951456313,0.3261802575107296,102,21,3,4,1,29,0.284313725,E00085873,44,5,0,2,36,1,8,9.29126213592233,9,14,12,3,Live,E01017002,Brighton and Hove 011B E01017002,28172,9,24249,8,0.058,28528,9,0.038,27285,9,27265,9,23845,8,13030,4,19417,6,23640,8,0.072,21637,7,0.09,"c(-0.165270987899871, 50.8534669949217)",VarndeanStringer,VarndeanStringer
BN1 5JN,E00085847,BN1 5JN,BN1  5JN,E01017000,E02003493,529232,0107644,24,60,0.19672131147540983,0.1941747572815534,117,25,9,9,0,43,0.367521368,E00085847,80,0,0,0,79,1,1,8.459016393442623,8,16,15,0,Live,E01017000,Brighton and Hove 003E E01017000,26954,9,18679,6,0.085,25912,8,0.046,30690,10,22381,7,27666,9,17184,6,21301,7,22530,7,0.079,12943,4,0.162,"c(-0.165410987899676, 50.853882994922)",VarndeanStringer,VarndeanStringer
BN1 5JP,E00085868,BN1 5JP,BN1  5JP,E01017000,E02003493,529560,0107858,20,40,0.16806722689075632,0.13559322033898305,118,23,5,4,3,35,0.296610169,E00085868,55,6,0,1,48,0,7,5.882352941176471,6,7,7,1,Live,E01017000,Brighton and Hove 003E E01017000,26954,9,18679,6,0.085,25912,8,0.046,30690,10,22381,7,27666,9,17184,6,21301,7,22530,7,0.079,12943,4,0.162,"c(-0.160649987896594, 50.8557269949235)",Patcham,Patcham
BN1 5JS,E00085874,BN1 5JS,BN1  5JS,E01017000,E02003493,529897,0107571,47,60,0.34057971014492755,0.242914979757085,140,8,5,9,1,23,0.164285714,E00085874,31,3,0,1,26,1,5,7.833333333333334,8,8,6,1,Live,E01017000,Brighton and Hove 003E E01017000,26954,9,18679,6,0.085,25912,8,0.046,30690,10,22381,7,27666,9,17184,6,21301,7,22530,7,0.079,12943,4,0.162,"c(-0.155993987896271, 50.8530779949217)",VarndeanStringer,VarndeanStringer
